MCCID_GIS,the_geom,NAME,MCCID_STR,MAPLABEL,XDATE
421,"LINESTRING (144.987308959938 -37.815906516834, 144.987267161309 -37.816168468075)",MENA  PLACE (PRIV),Street_Label_2000,Mena  Place (priv),20210923
158,"LINESTRING (144.94554695422 -37.820721798027, 144.945243350073 -37.819562913598)",GEOGRAPHE  STREET,Street_Label_2000,Geographe  Street,20210923
502,"LINESTRING (144.943552420573 -37.801698495351, 144.942919978197 -37.801623767773)",DE FEU  STREET,Street_Label_2000,De Feu  Street,20210923
328,"LINESTRING (144.956449888345 -37.801887861983, 144.955606890887 -37.80255252328, 144.955553201731 -37.802509454883, 144.955204636796 -37.802780479426)",BEDFORD  STREET,Street_Label_15000,Bedford  Street,20210923
109,"LINESTRING (144.927987969059 -37.794893271165, 144.928190399174 -37.795114424538)",PL5291,Street_Label_1000,PL5291,20210923
59,"LINESTRING (144.964370186708 -37.799139970614, 144.965507816361 -37.799262604795)",LYNCH  STREET,Street_Label_2000,Lynch  Street,20210923
128,"LINESTRING (144.96464180273 -37.82799204046, 144.964428743961 -37.828696900589)",MOORE  STREET,Street_Label_10000,Moore  Street,20210923
266,"LINESTRING (144.949207322328 -37.799536597727, 144.949166058576 -37.79976098113, 144.949154445169 -37.799815778541, 144.949141928145 -37.79987786875, 144.9491299602 -37.79989600556, 144.949115977556 -37.799967228889)",ISAACS  LANE,Street_Label_2000,Isaacs  Lane,20210923
1233,"LINESTRING (144.945550072225 -37.824766041191, 144.945341190786 -37.824980404906)",EIGHTEEN  PENCE  LANE,Street_Label_2000,Eighteen  Pence  Lane,20210923
427,"LINESTRING (144.972506697972 -37.798921187941, 144.972281170885 -37.798896120909)",CL1271,Street_Label_1000,CL1271,20210923
340,"LINESTRING (144.929474353623 -37.798419712684, 144.931777990905 -37.798903665107)",ARDEN  STREET,Street_Label_15000,Arden  Street,20210923
326,"LINESTRING (144.967482882173 -37.795250588427, 144.967495969986 -37.795175281987)",CL1053,Street_Label_1000,CL1053,20210923
292,"LINESTRING (144.935242577287 -37.796650501535, 144.935202791808 -37.796312045664, 144.935199882675 -37.796276505513, 144.93517799769 -37.795957426911, 144.935171177131 -37.795776413697, 144.935179705003 -37.79546264183, 144.935180322107 -37.795429140678, 144.935203561057 -37.795111656149)",BENT  STREET,Street_Label_15000,Bent  Street,20210923
150,"LINESTRING (144.928968045432 -37.793867365368, 144.930171977943 -37.794003617523)",BRIDGES  LANE,Street_Label_10000,Bridges  Lane,20210923
1169,"LINESTRING (144.963653933259 -37.817048376986, 144.963797051689 -37.817358066407)",BLIGH  PLACE,Street_Label_2000,Bligh  Place,20210923
116,"LINESTRING (144.956767946839 -37.825154482896, 144.955470432961 -37.826194946154, 144.952985884521 -37.827675383559)",NORMANBY  ROAD,Street_Label_15000,Normanby  Road,20210923
1102,"LINESTRING (144.964799907446 -37.812705263293, 144.964916020511 -37.81296123514)",LOUDEN  PLACE,Street_Label_2000,Louden  Place,20210923
632,"LINESTRING (144.962890970545 -37.800692058586, 144.963171872952 -37.80072277494)",LITTLE GRATTAN  STREET,Street_Label_2000,Little Grattan  Street,20210923
336,"LINESTRING (144.970382446042 -37.829043207905, 144.970406177334 -37.830012105954)",ANTHONY  LANE,Street_Label_2000,Anthony  Lane,20210923
122,"LINESTRING (144.920719680175 -37.821725220451, 144.918181974699 -37.822217032329)",CENTRAL  BOULEVARD,Street_Label_10000,Central  Boulevard,20210923
93,"LINESTRING (144.936919819207 -37.796671148786, 144.938472044173 -37.796842613095)",STRAKER  STREET,Street_Label_10000,Straker  Street,20210923
461,"LINESTRING (144.972236452767 -37.811031443062, 144.972296108296 -37.811160677278)",CL1751,Street_Label_1000,CL1751,20210923
23,"LINESTRING (144.962467409075 -37.820473445944, 144.963150302891 -37.81989800363)",SANDRIDGE RAIL  BRIDGE,Street_Label_10000,Sandridge Rail  Bridge,20210923
227,"LINESTRING (144.947296137965 -37.796831658649, 144.947680233031 -37.796521489588, 144.947694472695 -37.796520811335, 144.947872578657 -37.796663267517)",PH8028,Street_Label_2000,PH8028,20210923
198,"LINESTRING (144.954967095364 -37.828118176786, 144.9551848635 -37.827590080878, 144.955462319632 -37.827079896349, 144.955797159817 -37.826591857503, 144.956983456014 -37.825610381097, 144.957232180601 -37.825340881584, 144.958451168677 -37.824329173751, 144.958763232657 -37.824070584703, 144.959435642684 -37.823510251812, 144.959497299951 -37.82345632492, 144.959567560183 -37.823409380616, 144.959642710527 -37.823367453041, 144.959722190838 -37.82333085471, 144.959805408698 -37.823299858414, 144.95989174383 -37.823274695188, 144.959980552724 -37.823255552591, 144.960071376204 -37.823243690376, 144.960348576205 -37.823228964357, 144.960633265864 -37.823233568734)",WHITEMAN  STREET,Street_Label_15000,Whiteman  Street,20210923
278,"LINESTRING (144.9788918172 -37.833761762926, 144.978174071121 -37.837164741824)",DOMAIN  STREET,Street_Label_15000,Domain  Street,20210923
130,"LINESTRING (144.987475386667 -37.830210712534, 144.987336987768 -37.830070809914, 144.986570226331 -37.829334563498, 144.986134966067 -37.828941929846, 144.985727633635 -37.828636127713, 144.985460651549 -37.828484357845, 144.985131293191 -37.828344348161, 144.984946345182 -37.828330038017, 144.984727759376 -37.828365397825, 144.982596753443 -37.827969270154, 144.982066800997 -37.827839148781, 144.981550388007 -37.82767896673, 144.981053973284 -37.827482498832, 144.980569262764 -37.827265860855, 144.980225070968 -37.827081307442, 144.98003405159 -37.82697552727, 144.979847145092 -37.826865221799, 144.979664521804 -37.826750491564, 144.979336880011 -37.826520989383, 144.979032384798 -37.826272239537, 144.97875282815 -37.82600570615, 144.978499855209 -37.825722958003, 144.977566894886 -37.824590559291, 144.977377450975 -37.824371500943, 144.977175779131 -37.824159422463, 144.976962287558 -37.823954753006, 144.975883948617 -37.822966908825)",ALEXANDRA  AVENUE,Street_Label_15000,Alexandra  Avenue,20210923
885,"LINESTRING (144.962926095576 -37.809185401908, 144.962843111956 -37.809002417992, 144.961624629887 -37.809360449343, 144.961707557003 -37.809544275702)",LITERATURE  LANE,Street_Label_2000,Literature  Lane,20210923
265,"LINESTRING (144.984287486306 -37.84451602016, 144.9844769427 -37.84362744714)",PASLEY  STREET,Street_Label_15000,Pasley  Street,20210923
362,"LINESTRING (144.960591978399 -37.827339114145, 144.95962090243 -37.827619222099)",HANCOCK  STREET,Street_Label_2000,Hancock  Street,20210923
544,"LINESTRING (144.953266928902 -37.799176670195, 144.952443317232 -37.79852919715)",LITTLE GEORGE  STREET,Street_Label_2000,Little George  Street,20210923
194,"LINESTRING (144.944823700145 -37.810030151921, 144.946013102898 -37.809137034504, 144.94626486376 -37.808951715995, 144.9477643446 -37.807823934015, 144.948012069206 -37.807636796609, 144.949674379634 -37.806389550851, 144.949924211119 -37.806205596459, 144.950595013245 -37.805702712725)",RODEN  STREET,Street_Label_15000,Roden  Street,20210923
107,"LINESTRING (144.923338068318 -37.793729893559, 144.923646962017 -37.794072257994)",CL1714,Street_Label_1000,CL1714,20210923
36,"LINESTRING (144.920069206324 -37.794625796326, 144.920058800096 -37.79459218686, 144.92004532707 -37.794559285934, 144.920028165801 -37.794527464371, 144.92000745734 -37.79449698372, 144.919984900737 -37.794467214967, 144.919945549636 -37.794424142302, 144.920026035048 -37.794377839566, 144.920260430203 -37.794242989564, 144.920370734229 -37.794179531269, 144.92090590244 -37.793871334335, 144.921023146247 -37.793801963678, 144.921302556496 -37.793641334223, 144.921409498585 -37.793574223512, 144.92183239951 -37.793331045569, 144.921942721801 -37.793267608612, 144.922540293414 -37.792923985126, 144.922632228084 -37.792871119222, 144.9230512995 -37.792630135676, 144.923081489983 -37.792613903586, 144.923301296026 -37.792487088972, 144.923411490222 -37.792423513165, 144.923502429015 -37.792371047147, 144.923615634729 -37.792308922863, 144.925026239543 -37.791496128817)",WESTBOURNE  ROAD,Street_Label_10000,Westbourne  Road,20210923
34,"LINESTRING (144.942314880236 -37.790979765607, 144.939860815693 -37.790717905081, 144.939616553254 -37.790702979215, 144.937522900373 -37.790483079451)",ALFRED  STREET,Street_Label_15000,Alfred  Street,20210923
300,"LINESTRING (144.991102926824 -37.810018750861, 144.991021555939 -37.810042822777, 144.990839073195 -37.810044321105, 144.990656745466 -37.810035979336, 144.990474893185 -37.810021240717, 144.990287858208 -37.810000874029, 144.990260458665 -37.809997762333, 144.989133544016 -37.809878201449, 144.988792410932 -37.809840639508, 144.987937229406 -37.809749066619, 144.987904691972 -37.809745554777, 144.987374973041 -37.809688879263, 144.987337699502 -37.809684346385, 144.986517242802 -37.809598061786, 144.986179956079 -37.809560758127, 144.983901485313 -37.809311517431, 144.983563383943 -37.809273154191, 144.981289031592 -37.809022809832, 144.980953414402 -37.808985507247, 144.978679618597 -37.808735010418, 144.978340532425 -37.808696394529, 144.976867897748 -37.808535798626, 144.976632715465 -37.80851257255, 144.97606093714 -37.808449191102, 144.974662168209 -37.808296340155, 144.974376689566 -37.808265003527, 144.974277851982 -37.808253775118, 144.9733315836 -37.808148486092, 144.973156693814 -37.808122685152, 144.973073842971 -37.808107166438, 144.972986540874 -37.8080975828, 144.971646620916 -37.807950483574)",VICTORIA  PARADE,Street_Label_15000,Victoria  Parade,20210923
492,"LINESTRING (144.957561701963 -37.793574208689, 144.957603813443 -37.793232440964, 144.957609559375 -37.793192618432, 144.95767028394 -37.79269052857)",JAGEURS  LANE,Street_Label_2000,Jageurs  Lane,20210923
815,"LINESTRING (144.970004791862 -37.79930920572, 144.969664716736 -37.79927345006, 144.969426279647 -37.799275847297, 144.968867375455 -37.799214073924)",MOTON  PLACE,Street_Label_2000,Moton  Place,20210923
1185,"LINESTRING (144.966184837443 -37.816761133131, 144.966371121364 -37.817164154655)",ROYSTON  PLACE,Street_Label_2000,Royston  Place,20210923
171,"LINESTRING (144.941576933838 -37.784152834007, 144.941534330079 -37.783866107251, 144.941504749653 -37.78352624153, 144.941507427794 -37.783185997172, 144.941547754306 -37.782847498191, 144.94163339837 -37.782514872878, 144.941603339595 -37.782480489433, 144.941615733088 -37.782398395553, 144.941637454366 -37.782317569395, 144.941667643854 -37.782238527544, 144.941706089244 -37.782161825868, 144.941752520164 -37.782088003778, 144.941806610087 -37.782017580431, 144.94186797862 -37.781951051087, 144.941936194185 -37.781888883617, 144.94201416754 -37.781834534166, 144.942559288054 -37.778902592972, 144.94262596883 -37.778543927393, 144.943079864628 -37.776113199782)",OAK  STREET,Street_Label_15000,Oak  Street,20210923
460,"LINESTRING (144.986301158348 -37.813615285958, 144.986674590989 -37.813656395871, 144.986703488246 -37.813652004671, 144.987029265198 -37.813682237865, 144.987428935012 -37.813726670486, 144.9874567861 -37.813730517824, 144.98745919813 -37.813716531293, 144.987531832109 -37.813295270105)",CL1742,Street_Label_2000,CL1742,20210923
714,"LINESTRING (144.95164322272 -37.812221417561, 144.951403065707 -37.812289502043, 144.951409041131 -37.812301729503, 144.951241300758 -37.81235028974)",CL1316,Street_Label_2000,CL1316,20210923
239,"LINESTRING (144.969203820682 -37.796283575035, 144.969028341516 -37.797321555728, 144.968758474002 -37.798833485178, 144.968408591823 -37.800902816961, 144.968053462367 -37.802978798013, 144.967698045515 -37.80505499295, 144.967367905604 -37.807001419254)",DRUMMOND  STREET,Street_Label_15000,Drummond  Street,20210923
385,"LINESTRING (144.952055008712 -37.801064711727, 144.952083837382 -37.800908871646, 144.952231538276 -37.800791879299)",MUNROS  LANE,Street_Label_1000,Munros  Lane,20210923
50,"LINESTRING (144.915763031139 -37.80911711733, 144.91596249723 -37.807898572177)",DOCK  LINK  ROAD,Street_Label_10000,Dock  Link  Road,20210923
155,"LINESTRING (144.984264193522 -37.809870879822, 144.984496088473 -37.809896035963)",PL5087,Street_Label_1000,PL5087,20210923
710,"LINESTRING (144.960849124527 -37.816548246869, 144.960732282393 -37.816287354419, 144.960666557523 -37.81613605507)",AUSTRAL  LANE,Street_Label_2000,Austral  Lane,20210923
662,"LINESTRING (144.952658994506 -37.801960788803, 144.951520384764 -37.801836772199)",BYRON  STREET,Street_Label_2000,Byron  Street,20210923
135,"LINESTRING (144.920419627995 -37.826489837332, 144.920922944337 -37.828122405349)",GATEWAY  COURT,Street_Label_10000,Gateway  Court,20210923
972,"LINESTRING (144.983640346762 -37.834974954831, 144.983270726808 -37.834925874554)",EMMERTON  PLACE,Street_Label_2000,Emmerton  Place,20210923
195,"LINESTRING (144.941325139358 -37.780000143889, 144.941199560068 -37.779985404482, 144.941187488443 -37.779983381625, 144.941175635999 -37.779980662788, 144.94116410915 -37.779977156088, 144.941152991249 -37.779972886881, 144.941142362695 -37.779967886041, 144.941132300347 -37.77996218973, 144.941122876969 -37.77995583914, 144.941114160705 -37.779948880195, 144.941106214586 -37.779941363217, 144.941099096073 -37.779933342565, 144.941092856642 -37.779924876238, 144.941087541414 -37.779916025461, 144.941083188823 -37.779906854235, 144.941079557599 -37.779897478689, 144.941054607023 -37.779787361801, 144.941035650663 -37.779676688147, 144.941025928989 -37.779565300869, 144.941014123909 -37.779113590219)",CARRANGAL  PLACE,Street_Label_2000,Carrangal  Place,20210923
366,"LINESTRING (144.949243169509 -37.808536224562, 144.94910310222 -37.808391609486)",CL1417,Street_Label_1000,CL1417,20210923
249,"LINESTRING (144.950033190464 -37.804837369521, 144.949776044466 -37.804810333608)",TRAFALGAR  PLACE,Street_Label_2000,Trafalgar  Place,20210923
124,"LINESTRING (144.925901574861 -37.790078001464, 144.925304083984 -37.790436812601, 144.925170973352 -37.790506336195, 144.924929929579 -37.790651058752)",SIBERIA  LANE,Street_Label_2000,Siberia  Lane,20210923
202,"LINESTRING (144.950287557338 -37.801590567961, 144.950275000425 -37.801669486143)",PL5186,Street_Label_1000,PL5186,20210923
820,"LINESTRING (144.941805019963 -37.814877435282, 144.94141330531 -37.814230096989)",SAINT  MANGOS  LANE,Street_Label_2000,Saint  Mangos  Lane,20210923
390,"LINESTRING (144.958058426199 -37.808532435554, 144.958545777844 -37.808371755616, 144.958437360271 -37.808134386973)",CL1184,Street_Label_1000,CL1184,20210923
56,"LINESTRING (144.93090672207 -37.790958123843, 144.931075985199 -37.790976655356)",PL5383,Street_Label_1000,PL5383,20210923
105,"LINESTRING (144.927333080747 -37.788266296927, 144.927284499157 -37.788216586581, 144.927166968091 -37.788204079767, 144.926890718162 -37.788374111862, 144.927008929892 -37.788495176462)",PH8034,Street_Label_2000,PH8034,20210923
39,"LINESTRING (144.96877651118 -37.81574179307, 144.968845915334 -37.815892326073)",RAMSDEN  PLACE,Street_Label_1000,Ramsden  Place,20210923
21,"LINESTRING (144.954700495049 -37.800111580601, 144.955031241927 -37.800368697856, 144.954989843692 -37.800401749647, 144.95507002012 -37.800464076789)",WRECKYN  PLACE,Street_Label_2000,Wreckyn  Place,20210923
763,"LINESTRING (144.961373300926 -37.814445788461, 144.961352337729 -37.81442899618, 144.96106329997 -37.813795612609)",KIRKS  LANE,Street_Label_2000,Kirks  Lane,20210923
191,"LINESTRING (144.947490505167 -37.794404020188, 144.947165407644 -37.794368742944)",PL5178,Street_Label_1000,PL5178,20210923
306,"LINESTRING (144.964371455534 -37.826853185495, 144.966096822333 -37.826376262162)",SOUTHERN LINK  ROAD,Street_Label_15000,Southern Link  Road,20210923
818,"LINESTRING (144.971888142605 -37.79985177158, 144.972028354447 -37.800011866405, 144.97235068034 -37.799834410634)",SHIELS  LANE,Street_Label_2000,Shiels  Lane,20210923
741,"LINESTRING (144.956015992206 -37.813941588424, 144.955909452485 -37.813710998242, 144.955899334006 -37.813713946959, 144.955633088076 -37.813140930211)",HEALEYS  LANE,Street_Label_2000,Healeys  Lane,20210923
86,"LINESTRING (144.961113649589 -37.800246614331, 144.960796075936 -37.80205180957)",LEICESTER  STREET,Street_Label_10000,Leicester  Street,20210923
89,"LINESTRING (144.956074931035 -37.802787348699, 144.956084732713 -37.802732681341, 144.956095706673 -37.802678007292, 144.956102068414 -37.802642072457)",MCINERNEY  LANE,Street_Label_1000,McInerney  Lane,20210923
510,"LINESTRING (144.953930068064 -37.800719064535, 144.954744519931 -37.801368813198)",TYRONE  STREET,Street_Label_2000,Tyrone  Street,20210923
68,"LINESTRING (144.928219807859 -37.796920260634, 144.930549231034 -37.795555893841)",WOLSELEY  PARADE,Street_Label_15000,Wolseley  Parade,20210923
949,"LINESTRING (144.922542039771 -37.792848994186, 144.922240263837 -37.792519397744, 144.922176489632 -37.79246507183, 144.921857005224 -37.792116131017)",MCTAGGART  STREET,Street_Label_2000,McTaggart  Street,20210923
1158,"LINESTRING (144.966465412465 -37.814345182209, 144.96614991204 -37.813623983669)",RAINBOW  ALLEY,Street_Label_2000,Rainbow  Alley,20210923
122,"LINESTRING (144.924874228142 -37.790639294759, 144.924499887575 -37.790254127868)",RIGBY  LANE,Street_Label_2000,Rigby  Lane,20210923
943,"LINESTRING (144.922709344961 -37.790789719776, 144.922808769541 -37.790773339125, 144.923298839821 -37.790466266525)",CUFFE  WALK,Street_Label_2000,Cuffe  Walk,20210923
1056,"LINESTRING (144.968750121407 -37.81145204134, 144.968646665043 -37.811219348955)",PENDER  PLACE,Street_Label_2000,Pender  Place,20210923
285,"LINESTRING (144.965250412764 -37.795648280346, 144.965263417307 -37.79557207968)",CL1124,Street_Label_1000,CL1124,20210923
331,"LINESTRING (144.966980164983 -37.798187157813, 144.966972345355 -37.798234307656, 144.966985293024 -37.798243686249, 144.967017772002 -37.798248775363, 144.967178406729 -37.798267008924)",KING AND GODFREE LANE,Street_Label_1000,King And Godfree Lane,20210923
486,"LINESTRING (144.955334768613 -37.812937400877, 144.955518458603 -37.812883975029)",CL1285,Street_Label_1000,CL1285,20210923
1032,"LINESTRING (144.967922080031 -37.8155571732, 144.967794615452 -37.81559436556)",PRIV,Street_Label_2000,Priv,20210923
81,"LINESTRING (144.968957495618 -37.829457830768, 144.969355382214 -37.830318089399)",WELLS  STREET,Street_Label_15000,Wells  Street,20210923
108,"LINESTRING (144.915332532602 -37.838646815837, 144.914828404765 -37.83715763863, 144.914738523065 -37.836979947909, 144.914359816306 -37.835752870219, 144.914275756753 -37.835533414572, 144.914170495242 -37.83531978883, 144.91404466574 -37.835113279246, 144.913899026043 -37.834915129217, 144.913182439926 -37.834051950762)",TODD  ROAD,Street_Label_15000,Todd  Road,20210923
700,"LINESTRING (144.983371284049 -37.814936435258, 144.983419228224 -37.81466360178, 144.983432303478 -37.814665048608, 144.983466347837 -37.814489268291, 144.983478255853 -37.814490736578, 144.983495679188 -37.814393966308, 144.983523646454 -37.814397135276, 144.983587401283 -37.814044506335)",TRINITY  PLACE,Street_Label_2000,Trinity  Place,20210923
1055,"LINESTRING (144.968441640311 -37.811543245483, 144.968261378964 -37.811150716014)",CORRS  LANE,Street_Label_2000,Corrs  Lane,20210923
1163,"LINESTRING (144.95967996414 -37.814198165125, 144.959814032373 -37.814490152961)",MERLIN  ALLEY,Street_Label_2000,Merlin  Alley,20210923
418,"LINESTRING (144.97303347859 -37.794131385593, 144.972238421174 -37.794483136319)",CL1170,Street_Label_1000,CL1170,20210923
1203,"LINESTRING (144.96123286366 -37.815187671086, 144.961507353156 -37.81579757813)",PENFOLD  PLACE,Street_Label_2000,Penfold  Place,20210923
309,"LINESTRING (144.979993410512 -37.824323579645, 144.985629574907 -37.824570408066)",SOUTHERN  LINK  ROAD  (BURNLEY  TUNNEL),Street_Label_15000,Southern  Link  Road  (Burnley  Tunnel),20210923
136,"LINESTRING (144.939276515935 -37.793799242361, 144.940143713468 -37.793896377231)",MARK  STREET,Street_Label_2000,Mark  Street,20210923
153,"LINESTRING (144.927699548415 -37.789133134636, 144.927887937703 -37.789017185253, 144.928155715697 -37.788768441028, 144.928191063883 -37.788558717968, 144.928209356351 -37.788238237013)",MALONEY  STREET,Street_Label_2000,Maloney  Street,20210923
529,"LINESTRING (144.944336743135 -37.794662187564, 144.944492967523 -37.79376081781)",MUGG  LANE,Street_Label_2000,Mugg  Lane,20210923
823,"LINESTRING (144.94234013463 -37.813877131762, 144.942965439405 -37.814283971587)",AQUITANIA  WAY,Street_Label_2000,Aquitania  Way,20210923
498,"LINESTRING (144.985756137098 -37.839436412332, 144.985770790921 -37.83948675941)",PL5367,Street_Label_1000,PL5367,20210923
903,"LINESTRING (144.952487065411 -37.810607263008, 144.952815756922 -37.811310006076)",CL1302,Street_Label_2000,CL1302,20210923
285,"LINESTRING (144.921310577091 -37.792518942597, 144.921817315619 -37.79219877743)",SHERWIN  STREET,Street_Label_2000,Sherwin  Street,20210923
682,"LINESTRING (144.944760239491 -37.802052081547, 144.945130908826 -37.802092474023, 144.945139174463 -37.8020477821, 144.945110303046 -37.802043865552, 144.94531353076 -37.800922528056, 144.944970550649 -37.800883779231)",LITTLE LOTHIAN  STREET NORTH,Street_Label_2000,Little Lothian  Street North,20210923
20,"LINESTRING (144.94316680127 -37.7901896797, 144.941083584146 -37.788529406444, 144.940964793061 -37.788425037344, 144.940858145801 -37.788312711467, 144.940764484412 -37.788193315757, 144.940458628988 -37.787750115835)",FLEMINGTON  ROAD,Street_Label_15000,Flemington  Road,20210923
944,"LINESTRING (144.924129363827 -37.790634546048, 144.923874671912 -37.790797342191, 144.923817224273 -37.790834046266, 144.923175066557 -37.791244501788)",COOPERS  LANE,Street_Label_2000,Coopers  Lane,20210923
715,"LINESTRING (144.954365383243 -37.805837774307, 144.954323349419 -37.806067913596, 144.954466749531 -37.806082423661, 144.954463144791 -37.806100027691, 144.954931312016 -37.806150292861)",ALLISON  LANE,Street_Label_2000,Allison  Lane,20210923
809,"LINESTRING (144.96510064735 -37.796298242344, 144.965083823426 -37.796388712932, 144.965016247043 -37.796748350064)",ELGIN  PLACE,Street_Label_2000,Elgin  Place,20210923
32,"LINESTRING (144.941303116086 -37.793625377879, 144.9413712742 -37.793240571508, 144.941403151868 -37.793244102614, 144.941529231068 -37.792526130998)",PEARL  STREET,Street_Label_2000,Pearl  Street,20210923
13,"LINESTRING (144.940151761745 -37.820045969484, 144.940282382857 -37.820330174487)",SAILMAKER  WAY,Street_Label_1000,Sailmaker  Way,20210923
70,"LINESTRING (144.956646576996 -37.796833616103, 144.9566828213 -37.796536492397, 144.956686076163 -37.796499975492, 144.95673024574 -37.796139674343, 144.956734043784 -37.796103638174, 144.956770813866 -37.795808422303, 144.956804873374 -37.795537627247, 144.956841952879 -37.795234165511, 144.956846415368 -37.795196514234, 144.956929520812 -37.794511151471, 144.956953289235 -37.794330579408, 144.957029266796 -37.793713093878)",FITZGIBBON  STREET,Street_Label_10000,Fitzgibbon  Street,20210923
1119,"LINESTRING (144.971465991162 -37.81297784036, 144.971655524537 -37.813379712277)",MCGRATHS  LANE,Street_Label_2000,McGraths  Lane,20210923
1042,"LINESTRING (144.972787140792 -37.797334705279, 144.972450741183 -37.797297298868)",BELLE VUE  PLACE,Street_Label_2000,Belle Vue  Place,20210923
1168,"LINESTRING (144.962874936228 -37.816937749887, 144.963147969146 -37.817544487377)",FULHAM  PLACE,Street_Label_2000,Fulham  Place,20210923
399,"LINESTRING (144.920733930442 -37.797082849253, 144.920267428541 -37.796572253267)",ANDERSON  WALK,Street_Label_2000,Anderson  Walk,20210923
268,"LINESTRING (144.968165815893 -37.797562227544, 144.968345380241 -37.79758083656)",CL1338,Street_Label_1000,CL1338,20210923
578,"LINESTRING (144.945978727114 -37.801070833562, 144.946322211493 -37.801106067364)",MAWBY  LANE,Street_Label_2000,Mawby  Lane,20210923
167,"LINESTRING (144.964920847645 -37.802640587867, 144.963790938081 -37.802517880912)",PELHAM  STREET,Street_Label_15000,Pelham  Street,20210923
531,"LINESTRING (144.949169862252 -37.80120640163, 144.948994883455 -37.801187526857)",PRIVATE,Street_Label_2000,Private,20210923
1079,"LINESTRING (144.971943666187 -37.81090381534, 144.971821875465 -37.810643669985)",AMPHLETT  LANE,Street_Label_2000,Amphlett  Lane,20210923
680,"LINESTRING (144.944386939639 -37.804137373382, 144.94475701161 -37.804179605025, 144.944765628263 -37.804128661517, 144.944737949385 -37.804125414528, 144.944928980628 -37.803045572577, 144.944960658015 -37.803049111885, 144.944968598759 -37.80300221815, 144.944598067891 -37.80296207896)",LITTLE LOTHIAN  STREET SOUTH,Street_Label_2000,Little Lothian  Street South,20210923
112,"LINESTRING (144.930340621556 -37.789952078069, 144.930444623372 -37.790363867069, 144.930533530839 -37.790373964401)",PH8035,Street_Label_2000,PH8035,20210923
1187,"LINESTRING (144.96654520431 -37.816921865613, 144.966436810144 -37.816687882219)",COCKER  ALLEY,Street_Label_2000,Cocker  Alley,20210923
789,"LINESTRING (144.965555940041 -37.811907741678, 144.965362753199 -37.81196591892, 144.965224368484 -37.811665088657)",STEVENSON  LANE,Street_Label_2000,Stevenson  Lane,20210923
43,"LINESTRING (144.985790971252 -37.83578354417, 144.986916652654 -37.835917928073)",TIVOLI  PLACE,Street_Label_10000,Tivoli  Place,20210923
1133,"LINESTRING (144.961172255889 -37.812953841117, 144.96134077608 -37.812903513858)",PL5103,Street_Label_2000,PL5103,20210923
450,"LINESTRING (144.97397537419 -37.794969411572, 144.973848659657 -37.794956548088)",PH8027,Street_Label_1000,PH8027,20210923
624,"LINESTRING (144.96468986367 -37.803972357224, 144.964328195021 -37.803933567769)",GIBBONS  PLACE,Street_Label_2000,Gibbons  Place,20210923
41,"LINESTRING (144.9333555441 -37.790394412669, 144.933177387608 -37.790375604008)",PL5384,Street_Label_1000,PL5384,20210923
515,"LINESTRING (144.959379781879 -37.803122829229, 144.959283221363 -37.802954369721, 144.959213275615 -37.802804318311)",CL1381,Street_Label_1000,CL1381,20210923
246,"LINESTRING (144.94891531151 -37.804261397391, 144.948901365626 -37.804340689499, 144.948872690334 -37.804337444148, 144.948795093498 -37.804372932562, 144.948406687062 -37.804331782874)",PL5335,Street_Label_2000,PL5335,20210923
485,"LINESTRING (144.94144553422 -37.787984410991, 144.941267565132 -37.787762467531, 144.94194695234 -37.787418232601)",PLOVER  LANE,Street_Label_2000,Plover  Lane,20210923
132,"LINESTRING (144.971364820834 -37.823741912325, 144.971338472524 -37.823693468981, 144.971314677034 -37.823644358304, 144.97129601633 -37.823593898093, 144.971282615865 -37.823542427589, 144.97127456573 -37.823490292826, 144.971271920047 -37.823437844304, 144.971275144302 -37.823385467045, 144.971289382677 -37.823289654711, 144.971314310561 -37.82319526964, 144.971348937505 -37.823102889772, 144.971393029663 -37.823013138973, 144.971446289268 -37.822926623357, 144.971508356644 -37.822843927188, 144.971583352848 -37.822768424377)",LINLITHGOW  AVENUE,Street_Label_15000,Linlithgow  Avenue,20210923
570,"LINESTRING (144.948146343482 -37.803857759846, 144.948714471542 -37.803921739956)",CURZON  PLACE,Street_Label_2000,Curzon  Place,20210923
100,"LINESTRING (144.987819383072 -37.816537912876, 144.98786411047 -37.816279699107, 144.987870895754 -37.816246772429, 144.987933460357 -37.815870811676, 144.987940384955 -37.815828149231, 144.987977992376 -37.815636872255, 144.98800372751 -37.815452249466, 144.988036991292 -37.815255089234, 144.98804478576 -37.815208959485, 144.988117900822 -37.814778333964, 144.98812697973 -37.814721960818, 144.988155021239 -37.814555412671, 144.988205407156 -37.814286793906, 144.988239826571 -37.814087274202, 144.988244202029 -37.814061923984, 144.988282838422 -37.81383802821, 144.98829783803 -37.813747701526, 144.988299387604 -37.813738699083, 144.988303207505 -37.813710378996, 144.988357614891 -37.813389562219, 144.988389465747 -37.813209684819, 144.98842519903 -37.813007501948, 144.988429608272 -37.812981822463, 144.988463398669 -37.812786677936, 144.98846848852 -37.812755173135, 144.9885082798 -37.812525583478, 144.988511700564 -37.812499700558, 144.988546384516 -37.81230229307, 144.988591110786 -37.812030138435, 144.9887507931 -37.811123045734, 144.988797337289 -37.810855165663, 144.988948934938 -37.809941310718)",SIMPSON  STREET,Street_Label_15000,Simpson  Street,20210923
